ProductName,MRP,SKU,Subcategory,Unit,Stock,MinStock,Description
AMRUTANJAN ROLL-ON REAIX 10ML,65,AMRROLREA-0874,GENERAL,ml,100,10,AMRUTANJAN ROLL-ON REAIX 10ML
AMRUTANJAN ROLL-ON REAIX 5ML,40,AMRROLREA-0875,GENERAL,ml,100,10,AMRUTANJAN ROLL-ON REAIX 5ML
AMRUTANJAN STRONG 1ML,2,AMRSTR1ML-0876,GENERAL,ml,100,10,AMRUTANJAN STRONG 1ML
QUAKER OATS 400G,86,QUAOAT400-0877,GENERAL,piece,100,10,QUAKER OATS 400G
FRUSKI JUICE JELLY MIXED FRUIT,20,FRUJUIJEL-0878,BAKERY,piece,100,10,FRUSKI JUICE JELLY MIXED FRUIT
FRUSKI JUICE JELLY KALA KHATTA,20,FRUJUIJEL-0879,FLOUR,piece,100,10,FRUSKI JUICE JELLY KALA KHATTA
FRUSKI JUICE JELLY LEMON PUDINA,20,FRUJUIJEL-0880,BAKERY,piece,100,10,FRUSKI JUICE JELLY LEMON PUDINA
AT CASTER OIL 50ML,27,ATCASOIL-0881,OILS,ml,100,10,AT CASTER OIL 50ML
AT CASTER OIL 100ML,47,ATCASOIL-0882,OILS,ml,100,10,AT CASTER OIL 100ML
CINTHOL ORIGINAL 150G,70,CINORI150-0883,GENERAL,piece,100,10,CINTHOL ORIGINAL 150G
CINTHOL ORIGINAL 10RS,10,CINORI10R-0884,GENERAL,piece,100,10,CINTHOL ORIGINAL 10RS
CINTHOL  COOL SET 75G 4,120,CINCOOSET-0885,GENERAL,set,100,10,CINTHOL  COOL SET 75G 4
HIT RED 200ML,105,HITRED200-0886,GENERAL,ml,100,10,HIT RED 200ML
HIT BLACK 625ML,340,HITBLA625-0887,GENERAL,ml,100,10,HIT BLACK 625ML
GOOD KNIGHT GREEN SHAKTI,45,GOOKNIGRE-0888,GENERAL,piece,100,10,GOOD KNIGHT GREEN SHAKTI
GODREJ FAB 1L,99,GODFAB1L-0889,GENERAL,piece,100,10,GODREJ FAB 1L
KS DEO THRILL,99,KSDEOTHR-0890,GENERAL,piece,100,10,KS DEO THRILL
KS DEO SPARK,99,KSDEOSPA-0891,GENERAL,piece,100,10,KS DEO SPARK
KS DEO DARE,99,KSDEODAR-0892,GENERAL,piece,100,10,KS DEO DARE
TOP RAMEN MASALA 140G,30,TOPRAMMAS-0893,SPICES,piece,100,10,TOP RAMEN MASALA 140G
TOP RAMEN MASALA 280G,53,TOPRAMMAS-0894,SPICES,piece,100,10,TOP RAMEN MASALA 280G
TOP RAMEN MASALA 10RS,10,TOPRAMMAS-0895,SPICES,piece,100,10,TOP RAMEN MASALA 10RS
TOP RAMEN CURRY 70G,20,TOPRAMCUR-0896,GENERAL,piece,100,10,TOP RAMEN CURRY 70G
TOP RAMEN CURRY 280G,110,TOPRAMCUR-0897,GENERAL,piece,100,10,TOP RAMEN CURRY 280G
HOT & SPICY KOREAN CHEESE,55,HOTSPIKOR-0898,GENERAL,piece,100,10,HOT & SPICY KOREAN CHEESE
CUP NOODLES VEGGI MANCHOW,55,CUPNOOVEG-0899,GENERAL,piece,100,10,CUP NOODLES VEGGI MANCHOW
CUP NOODLES MAZEDAAR MASALA,55,CUPNOOMAZ-0900,SPICES,piece,100,10,CUP NOODLES MAZEDAAR MASALA
CUP NOODLES SPICED CHICKEN,55,CUPNOOSPI-0901,SPICES,piece,100,10,CUP NOODLES SPICED CHICKEN
ANIL SAMBA RAVAI 500GM,135,ANISAMRAV-0902,RICE,packet,100,10,ANIL SAMBA RAVAI 500GM
ANIL RAVAI 200GM,23,ANIRAV200-0903,FLOUR,packet,100,10,ANIL RAVAI 200GM
ANIL RAGI SEMIA 180G,28,ANIRAGSEM-0904,RICE,piece,100,10,ANIL RAGI SEMIA 180G
ANIL SEMIA 180GM,23,ANISEM180-0905,GENERAL,packet,100,10,ANIL SEMIA 180GM
ANIL NOODLS 40RS,40,ANINOO40R-0906,GENERAL,piece,100,10,ANIL NOODLS 40RS
ANIL NOODLS 10RS,10,ANINOO10R-0907,GENERAL,piece,100,10,ANIL NOODLS 10RS
ANIL VARAGU DOSA MIX 500GM,85,ANIVARDOS-0908,GENERAL,packet,100,10,ANIL VARAGU DOSA MIX 500GM
ANIL THINAI DOSA MIX 500GM,85,ANITHIDOS-0909,GENERAL,packet,100,10,ANIL THINAI DOSA MIX 500GM
CORN 1KG,150,COR1KG-0910,GENERAL,bag,100,10,CORN 1KG
COL SALT 200G,166,COLSAL200-0911,GENERAL,liter,100,10,COL SALT 200G
COL SALT 100G,75,COLSAL100-0912,GENERAL,liter,100,10,COL SALT 100G
COL HERBAL 100G,100,COLHER100-0913,GENERAL,piece,100,10,COL HERBAL 100G
COL CIBACA 175G,79,COLCIB175-0914,GENERAL,piece,100,10,COL CIBACA 175G
COL VISIBLE WHITE 120G,220,COLVISWHI-0915,GENERAL,piece,100,10,COL VISIBLE WHITE 120G
COL STRONG TEETH 300G,225,COLSTRTEE-0916,GENERAL,piece,100,10,COL STRONG TEETH 300G
COL STRONG TEETH 150G,99,COLSTRTEE-0917,GENERAL,piece,100,10,COL STRONG TEETH 150G
COL STRONG TEETH 100G,76,COLSTRTEE-0918,GENERAL,piece,100,10,COL STRONG TEETH 100G
COL STRONG TEETH 16G,10,COLSTRTEE-0919,GENERAL,piece,100,10,COL STRONG TEETH 16G
COL STRONG TEETH 36G,20,COLSTRTEE-0920,GENERAL,piece,100,10,COL STRONG TEETH 36G
COL BARBIE 80G,162,COLBAR80G-0921,GENERAL,piece,100,10,COL BARBIE 80G
COL BARBIE 40G,105,COLBAR40G-0922,GENERAL,piece,100,10,COL BARBIE 40G
COL CIBACA SUPREME,30,COLCIBSUP-0923,GENERAL,piece,100,10,COL CIBACA SUPREME
COL SUPER FIEXI,50,COLSUPFIE-0924,GENERAL,piece,100,10,COL SUPER FIEXI
COL MAXFRESH 80G,79,COLMAX80G-0925,GENERAL,piece,100,10,COL MAXFRESH 80G
COL MAXFRESH 38G,20,COLMAX38G-0926,GENERAL,piece,100,10,COL MAXFRESH 38G
MOON DHALL 1KG,130,MOODHA1KG-0927,DHALL,bag,100,10,MOON DHALL 1KG
BASMATI RICE 1 KG,150,BASRIC1-0928,RICE,bag,100,10,BASMATI RICE 1 KG
ORID DHALL ( SPLIT ) 1KG,150,ORIDHASPL-0929,DHALL,bag,100,10,ORID DHALL ( SPLIT ) 1KG
EVEREST KASURI METHI 25G,30,EVEKASMET-0930,SEEDS,piece,100,10,EVEREST KASURI METHI 25G
TAMARIND ( OLD ) 1KG,100,TAMOLD1KG-0931,HOUSEHOLD,bag,100,10,TAMARIND ( OLD ) 1KG
KESARI POWDER GREEN,3,KESPOWGRE-0932,GENERAL,piece,100,10,KESARI POWDER GREEN
IDHAYAM GIN OIL 1LTR,408,IDHGINOIL-0933,OILS,liter,100,10,IDHAYAM GIN OIL 1LTR
KARUMBUTHATTU DONA BOWL,2.5,KARDONBOW-0934,GENERAL,piece,100,10,KARUMBUTHATTU DONA BOWL
MAIDHA 1KG,50,MAI1KG-0935,GENERAL,bag,100,10,MAIDHA 1KG
CHILLI G 1KG,220,CHIG1KG-0936,SPICES,bag,100,10,CHILLI G 1KG
NEETTU CHILLY 1KG,200,NEECHI1KG-0937,GENERAL,bag,100,10,NEETTU CHILLY 1KG
THENNAMARAKKUDI OIL 50GM,70,THEOIL50G-0938,OILS,packet,100,10,THENNAMARAKKUDI OIL 50GM
NO 1 NOODLES 1KG,110,NO1NOO-0939,GENERAL,bag,100,10,NO 1 NOODLES 1KG
3V RICE SEVAI 1KG,150,3VRICSEV-0940,RICE,bag,100,10,3V RICE SEVAI 1KG
BRIT RUSK,40,BRIRUS-0941,BAKERY,piece,100,10,BRIT RUSK
KASTURI MANJAL 50GM,28,KASMAN50G-0942,GENERAL,packet,100,10,KASTURI MANJAL 50GM
VARSHINI CUP,76,VARCUP-0943,GENERAL,piece,100,10,VARSHINI CUP
MAJUMA ATTAR 3ML,40,MAJATT3ML-0944,FLOUR,ml,100,10,MAJUMA ATTAR 3ML
BISCUIT ATTAR 3ML,40,BISATT3ML-0945,FLOUR,ml,100,10,BISCUIT ATTAR 3ML
SANDAL ATTAR 3ML,40,SANATT3ML-0946,FLOUR,ml,100,10,SANDAL ATTAR 3ML
MUSK ATTAR 3ML,40,MUSATT3ML-0947,FLOUR,ml,100,10,MUSK ATTAR 3ML
JASMINE ATTAR 3ML,40,JASATT3ML-0948,FLOUR,ml,100,10,JASMINE ATTAR 3ML
MARI KOLUNDU ATTAR 3ML,40,MARKOLATT-0949,FLOUR,ml,100,10,MARI KOLUNDU ATTAR 3ML
CHOCOLATE ATTAR 3ML,40,CHOATT3ML-0950,FLOUR,ml,100,10,CHOCOLATE ATTAR 3ML
JAVADHU ATTAR 3ML,70,JAVATT3ML-0951,FLOUR,ml,100,10,JAVADHU ATTAR 3ML
HEAVEN ATTAR 3ML,40,HEAATT3ML-0952,FLOUR,ml,100,10,HEAVEN ATTAR 3ML
HAMSA COLD ATTAR 3ML,40,HAMCOLATT-0953,FLOUR,ml,100,10,HAMSA COLD ATTAR 3ML
VIBUTHI ATTAR 3ML,40,VIBATT3ML-0954,FLOUR,ml,100,10,VIBUTHI ATTAR 3ML
DREAM ATTAR 3ML,40,DREATT3ML-0955,FLOUR,ml,100,10,DREAM ATTAR 3ML
50-50 CLASSIC 150G,30,505CLA150-0956,GENERAL,piece,100,10,50-50 CLASSIC 150G
50-50 CLASSIC 200G,40,505CLA200-0957,GENERAL,piece,100,10,50-50 CLASSIC 200G
50-50 GOL MAAL 110G,20,505GOLMAA-0958,GENERAL,piece,100,10,50-50 GOL MAAL 110G
BOURBON 150G,40,BOU150-0959,GENERAL,piece,100,10,BOURBON 150G
GOOD DAY PISTA BADAM 100G,25,GOODAYPIS-0960,GENERAL,piece,100,10,GOOD DAY PISTA BADAM 100G
BISCAFE 100G,35,BIS100-0961,GENERAL,piece,100,10,BISCAFE 100G
50-50 MASKA CHASKA 30RS,30,505MASCHA-0962,GENERAL,piece,100,10,50-50 MASKA CHASKA 30RS
50-50 GOL MAAL 10RS,10,505GOLMAA-0963,GENERAL,piece,100,10,50-50 GOL MAAL 10RS
50-50 POTAZOS 30RS,30,505POT30R-0964,GENERAL,piece,100,10,50-50 POTAZOS 30RS
GOOD DAY CASHEW 25RS,25,GOODAYCAS-0965,GENERAL,piece,100,10,GOOD DAY CASHEW 25RS
BISCAFE 10RS,10,BIS10R-0966,GENERAL,piece,100,10,BISCAFE 10RS
50-50 POTAZOS 10RS,10,505POT10R-0967,GENERAL,piece,100,10,50-50 POTAZOS 10RS
GOOD DAY PISTA BADAM 10RS,10,GOODAYPIS-0968,GENERAL,piece,100,10,GOOD DAY PISTA BADAM 10RS
TIGER COCONUT 10RS,10,TIGCOC10R-0969,GENERAL,piece,100,10,TIGER COCONUT 10RS
GOOD DAY CHUNKIES,45,GOODAYCHU-0970,GENERAL,piece,100,10,GOOD DAY CHUNKIES
GOOD DAY PISTA BADAM 250G,80,GOODAYPIS-0971,GENERAL,piece,100,10,GOOD DAY PISTA BADAM 250G
BRIT CAKE RUSK,40,BRICAKRUS-0972,BAKERY,piece,100,10,BRIT CAKE RUSK
TREAT CROISSANT VANILLA,20,TRECROVAN-0973,GENERAL,piece,100,10,TREAT CROISSANT VANILLA
CAKE GOBBLES CHOCO,30,CAKGOBCHO-0974,BAKERY,piece,100,10,CAKE GOBBLES CHOCO
CAKE GOBBLES FRUITY FUN,30,CAKGOBFRU-0975,BAKERY,piece,100,10,CAKE GOBBLES FRUITY FUN
CAKE GOBBLES BUTTER BLAST,15,CAKGOBBUT-0976,BAKERY,piece,100,10,CAKE GOBBLES BUTTER BLAST
JIMJAM POPS 20RS,20,JIMPOP20R-0977,GENERAL,piece,100,10,JIMJAM POPS 20RS
NUTRI CHOICE 295G,55,NUTCHO295-0978,GENERAL,piece,100,10,NUTRI CHOICE 295G
TREAT CROISSANT MIXED FRUIT,20,TRECROMIX-0979,GENERAL,piece,100,10,TREAT CROISSANT MIXED FRUIT
NUTRI CHOICE DIGESTIVE,35,NUTCHODIG-0980,GENERAL,piece,100,10,NUTRI CHOICE DIGESTIVE
BRIT BUTTER RUSK 200G,35,BRIBUTRUS-0981,BAKERY,piece,100,10,BRIT BUTTER RUSK 200G
BRIT MILK ATTA RUSK 200G,35,BRIMILATT-0982,FLOUR,piece,100,10,BRIT MILK ATTA RUSK 200G
NUTRI CHOICE DIGESTIVE 50RS,50,NUTCHODIG-0983,GENERAL,piece,100,10,NUTRI CHOICE DIGESTIVE 50RS
TREAT RICH CREME,55,TRERICCRE-0984,GENERAL,piece,100,10,TREAT RICH CREME
NICE TIME 10RS,10,NICTIM10R-0985,GENERAL,piece,100,10,NICE TIME 10RS
NUTRI CHOICE DIGESTIVE SEED,30,NUTCHODIG-0986,GENERAL,piece,100,10,NUTRI CHOICE DIGESTIVE SEED
TOOR DHALL 1KG,140,TOODHA1KG-0987,DHALL,bag,100,10,TOOR DHALL 1KG
TIGER KRUNCH 10RS,10,TIGKRU10R-0988,GENERAL,piece,100,10,TIGER KRUNCH 10RS
JIMJAM NAUGHTY JAM 25RS,22,JIMNAUJAM-0989,GENERAL,piece,100,10,JIMJAM NAUGHTY JAM 25RS
NUTRI CHOICE DIGESTIVE 10RS,10,NUTCHODIG-0990,GENERAL,piece,100,10,NUTRI CHOICE DIGESTIVE 10RS
50-50 MASKA CHASKA 10RS,10,505MASCHA-0991,GENERAL,piece,100,10,50-50 MASKA CHASKA 10RS
DOMS ACRYLIC COLOURS,250,DOMACRCOL-0992,GENERAL,piece,100,10,DOMS ACRYLIC COLOURS
DOMS SKETCH,35,DOMSKE-0993,GENERAL,piece,100,10,DOMS SKETCH
DOMS EXTRA LONG,40,DOMEXTLON-0994,GENERAL,piece,100,10,DOMS EXTRA LONG
DOMS INXIFY GEL PEN,6,DOMINXGEL-0995,GENERAL,piece,100,10,DOMS INXIFY GEL PEN
DOMS INXIFY SOFTY BALL PEN PKT,25,DOMINXSOF-0996,GENERAL,piece,100,10,DOMS INXIFY SOFTY BALL PEN PKT
HALD HALKE FULKE SAITED 100G,30,HALHALFUL-0997,GENERAL,piece,100,10,HALD HALKE FULKE SAITED 100G
CYC SUGANDHA NALLIKA CONES,20,CYCSUGNAL-0998,GENERAL,piece,100,10,CYC SUGANDHA NALLIKA CONES
CYC SUGANDHA NALLIKA 10RS,10,CYCSUGNAL-0999,GENERAL,piece,100,10,CYC SUGANDHA NALLIKA 10RS
CYC SUGANDHA NALLIKA 55RS,55,CYCSUGNAL-1000,GENERAL,piece,100,10,CYC SUGANDHA NALLIKA 55RS
CYC GOOD LUCK PINEAOOLE 10RS,10,CYCGOOLUC-1001,GENERAL,piece,100,10,CYC GOOD LUCK PINEAOOLE 10RS
CYC GOOD LUCK PINEAOOLE 20RS,20,CYCGOOLUC-1002,GENERAL,piece,100,10,CYC GOOD LUCK PINEAOOLE 20RS
CYC GOOD LUCK PINEAOOLE 55RS,55,CYCGOOLUC-1003,GENERAL,piece,100,10,CYC GOOD LUCK PINEAOOLE 55RS
CYC HONEY ROSE 55RS,55,CYCHONROS-1004,GENERAL,piece,100,10,CYC HONEY ROSE 55RS
CYC PUSHKARINI 55RS,55,CYCPUS55R-1005,HOUSEHOLD,piece,100,10,CYC PUSHKARINI 55RS
NESCAFE SUNRISE 50G,160,NESSUN50G-1006,GENERAL,piece,100,10,NESCAFE SUNRISE 50G
NESCAFE SUNRISE 100G,320,NESSUN100-1007,GENERAL,piece,100,10,NESCAFE SUNRISE 100G
MAGGI TOMATO 75G,15,MAGTOM75G-1008,GENERAL,piece,100,10,MAGGI TOMATO 75G
HALD ALL IN ONE 400G,115,HALALLIN-1009,GENERAL,piece,100,10,HALD ALL IN ONE 400G
HALD ALOO BHUJIA SEV 200G,55,HALALOBHU-1010,GENERAL,piece,100,10,HALD ALOO BHUJIA SEV 200G
HALD DRY FRUIT MIX 200G,115,HALDRYFRU-1011,GENERAL,piece,100,10,HALD DRY FRUIT MIX 200G
HALD FARALI CHIWDA 200G,50,HALFARCHI-1012,GENERAL,piece,100,10,HALD FARALI CHIWDA 200G
HALD TASTY NUTS 200G,55,HALTASNUT-1013,GENERAL,piece,100,10,HALD TASTY NUTS 200G
HALD PANCHRATAN MIX 200G,90,HALPANMIX-1014,GENERAL,piece,100,10,HALD PANCHRATAN MIX 200G
HALD MIXTURE 400G,88,HALMIX400-1015,GENERAL,piece,100,10,HALD MIXTURE 400G
HALD ALOO BHUJIA SEV 400G,95,HALALOBHU-1016,GENERAL,piece,100,10,HALD ALOO BHUJIA SEV 400G
HALD MOONG DAL 400G,120,HALMOODAL-1017,DHALL,piece,100,10,HALD MOONG DAL 400G
HALD KHATTA MEETHA 400G,95,HALKHAMEE-1018,FLOUR,piece,100,10,HALD KHATTA MEETHA 400G
HALD MIXTURE 200G,45,HALMIX200-1019,GENERAL,piece,100,10,HALD MIXTURE 200G
HALD CHIPS TANGY TOMOTO,10,HALCHITAN-1020,BAKERY,piece,100,10,HALD CHIPS TANGY TOMOTO
AMUL BELGIAN CHOCOLATE 125G,180,AMUBELCHO-1021,BAKERY,piece,100,10,AMUL BELGIAN CHOCOLATE 125G
AMUL VELVETT MILK CHOCOLATE,60,AMUVELMIL-1022,BAKERY,piece,100,10,AMUL VELVETT MILK CHOCOLATE
DRY GRAPES 1KG,510,DRYGRA1KG-1023,GENERAL,bag,100,10,DRY GRAPES 1KG
KALPASI 1KG,700,KAL1KG-1024,GENERAL,bag,100,10,KALPASI 1KG
WHITE KARAMANI 1KG,120,WHIKAR1KG-1025,GENERAL,bag,100,10,WHITE KARAMANI 1KG
JADIPATRI 1KG,3000,JAD1KG-1026,GENERAL,bag,100,10,JADIPATRI 1KG
MANATKALI 1KG,360,MAN1KG-1027,GENERAL,bag,100,10,MANATKALI 1KG
DETTOL HANDWASH PUMP 1+1,129,DETHANPUM-1028,GENERAL,piece,100,10,DETTOL HANDWASH PUMP 1+1
SUGAR 500GM,26,SUG500-1029,SUGAR,packet,100,10,SUGAR 500GM
SUGAR 250GM,15,SUG250-1030,SUGAR,packet,100,10,SUGAR 250GM
SUGAR 1KG,50,SUG1KG-1031,SUGAR,bag,100,10,SUGAR 1KG
TOOR DHALL 500GM,70,TOODHA500-1032,DHALL,packet,100,10,TOOR DHALL 500GM
TOOR DHALL 250GM,32,TOODHA250-1033,DHALL,packet,100,10,TOOR DHALL 250GM
ORID DHALL 500GM,65,ORIDHA500-1034,DHALL,packet,100,10,ORID DHALL 500GM
ORID DHALL 250GM,50,ORIDHA250-1035,DHALL,packet,100,10,ORID DHALL 250GM
MOCHAI 500GM,55,MOC500-1036,GENERAL,packet,100,10,MOCHAI 500GM
MOCHI 250GM,30,MOC250-1037,GENERAL,packet,100,10,MOCHI 250GM
GRAM DHALL 500GM,50,GRADHA500-1038,DHALL,packet,100,10,GRAM DHALL 500GM
GRAM DHALL 250GM,40,GRADHA250-1039,DHALL,packet,100,10,GRAM DHALL 250GM
MOON DHALL 500GM,80,MOODHA500-1040,DHALL,packet,100,10,MOON DHALL 500GM
MOON DHALL 250GM,40,MOODHA250-1041,DHALL,packet,100,10,MOON DHALL 250GM
BLACK PEPPER 500GM,50,BLAPEP500-1042,SPICES,packet,100,10,BLACK PEPPER 500GM
PEPPER 250GM,250,PEP250-1043,SPICES,packet,100,10,PEPPER 250GM
ZED BLACK ARIJ,55,ZEDBLAARI-1044,GENERAL,piece,100,10,ZED BLACK ARIJ
ZED BLACK LA RIVA,55,ZEDBLALA-1045,GENERAL,piece,100,10,ZED BLACK LA RIVA
ZED BLACK KESAR ROSE,55,ZEDBLAKES-1046,GENERAL,piece,100,10,ZED BLACK KESAR ROSE
ZED BLACK KESAR 3 IN 1,55,ZEDBLAKES-1047,GENERAL,piece,100,10,ZED BLACK KESAR 3 IN 1
ZED BLACK 3-IN-1,55,ZEDBLA3IN-1048,GENERAL,piece,100,10,ZED BLACK 3-IN-1
KPN HERBAL 150G,97,KPNHER150-1049,GENERAL,piece,100,10,KPN HERBAL 150G
KPN DASAPUSHIPAM HERBAL SOAP 3*1,114,KPNDASHER-1050,PERSONAL_CARE,piece,100,10,KPN DASAPUSHIPAM HERBAL SOAP 3*1
KPN GLYCERIN CLEAR BATHING BAR 4,140,KPNGLYCLE-1051,PERSONAL_CARE,piece,100,10,KPN GLYCERIN CLEAR BATHING BAR 4
KPN VETIVER HERBAL SOAP 3*1,114,KPNVETHER-1052,PERSONAL_CARE,piece,100,10,KPN VETIVER HERBAL SOAP 3*1
KPN GLYCERIN CLEAR BATHING BAR AROMA 4,140,KPNGLYCLE-1053,PERSONAL_CARE,piece,100,10,KPN GLYCERIN CLEAR BATHING BAR AROMA 4
KPN DASAPUSHIPAM HERBAL SOAP 75G,28,KPNDASHER-1054,PERSONAL_CARE,piece,100,10,KPN DASAPUSHIPAM HERBAL SOAP 75G
KPN SANDAL HERBAL SOAP 75G,28,KPNSANHER-1055,PERSONAL_CARE,piece,100,10,KPN SANDAL HERBAL SOAP 75G
KPN NEEM & TULSI HERBAL SOAP 75G,28,KPNNEETUL-1056,PERSONAL_CARE,piece,100,10,KPN NEEM & TULSI HERBAL SOAP 75G
KPN HERBAL SOAP BUNDLE 4*1,152,KPNHERSOA-1057,PERSONAL_CARE,piece,100,10,KPN HERBAL SOAP BUNDLE 4*1
KPN NATURAL SALT 150G,80,KPNNATSAL-1058,GENERAL,liter,100,10,KPN NATURAL SALT 150G
KPN MINT FRESH HERBL GEL 150G,95,KPNMINFRE-1059,GENERAL,piece,100,10,KPN MINT FRESH HERBL GEL 150G
KPN MINT FRESH HERBL GEL 88G,54,KPNMINFRE-1060,GENERAL,piece,100,10,KPN MINT FRESH HERBL GEL 88G
KPN MINT FRESH HERBL GEL 40G,20,KPNMINFRE-1061,GENERAL,piece,100,10,KPN MINT FRESH HERBL GEL 40G
KPN ALOE VERA 50G,25,KPNALOVER-1062,PERSONAL_CARE,piece,100,10,KPN ALOE VERA 50G
KPN MISWAK 100G,55,KPNMIS100-1063,GENERAL,piece,100,10,KPN MISWAK 100G
KPN MISWAK 40G,20,KPNMIS40G-1064,GENERAL,piece,100,10,KPN MISWAK 40G
KPN HERBAL 100G,70,KPNHER100-1065,GENERAL,piece,100,10,KPN HERBAL 100G
KPN ALOE VERA 100G,55,KPNALOVER-1066,PERSONAL_CARE,piece,100,10,KPN ALOE VERA 100G
KPN NATURAL SALT 50G,25,KPNNATSAL-1067,GENERAL,liter,100,10,KPN NATURAL SALT 50G
KPN HERBAL 20G,10,KPNHER20G-1068,GENERAL,piece,100,10,KPN HERBAL 20G
KPN HERBAL 300G,182,KPNHER300-1069,GENERAL,piece,100,10,KPN HERBAL 300G
VICCO VAJRADANTI 200G,150,VICVAJ200-1070,GENERAL,piece,100,10,VICCO VAJRADANTI 200G
VICCO VAJRADANTI 100G,90,VICVAJ100-1071,GENERAL,piece,100,10,VICCO VAJRADANTI 100G
VICCO VAJRADANTI 50G,50,VICVAJ50G-1072,GENERAL,piece,100,10,VICCO VAJRADANTI 50G
VICCO VAJRADANTI POWDER 50G,78,VICVAJPOW-1073,GENERAL,piece,100,10,VICCO VAJRADANTI POWDER 50G
VICCO VAJRADANTI POWDER 100G,44,VICVAJPOW-1074,GENERAL,piece,100,10,VICCO VAJRADANTI POWDER 100G
MEDIMIX HERBAL HANDWASH 600ML,110,MEDHERHAN-1075,PERSONAL_CARE,ml,100,10,MEDIMIX HERBAL HANDWASH 600ML
MEDIMIX SANDAL HANDWASH 600ML,110,MEDSANHAN-1076,PERSONAL_CARE,ml,100,10,MEDIMIX SANDAL HANDWASH 600ML
MEDIMIX 75G SET 3*1,96,MED75GSET-1077,PERSONAL_CARE,set,100,10,MEDIMIX 75G SET 3*1
ELITE DREAM CHOCO CUP CAKE 140G,50,ELIDRECHO-1078,BAKERY,piece,100,10,ELITE DREAM CHOCO CUP CAKE 140G
ELITE CHOCO BROWNIE 20RS,20,ELICHOBRO-1079,BAKERY,piece,100,10,ELITE CHOCO BROWNIE 20RS
ELITE WHEAT RUSK 200G,45,ELIWHERUS-1080,BAKERY,piece,100,10,ELITE WHEAT RUSK 200G
ELITE MILK RUSK 270GM,50,ELIMILRUS-1081,BAKERY,packet,100,10,ELITE MILK RUSK 270GM
HIM AIMOND & ROSE 125G,68,HIMAIMROS-1082,PERSONAL_CARE,piece,100,10,HIM AIMOND & ROSE 125G
HIM AYURVEDA CLEAR SKIN 75G,44,HIMAYUCLE-1083,PERSONAL_CARE,piece,100,10,HIM AYURVEDA CLEAR SKIN 75G
HIM AYURVEDA SANDAL GLOW 75G,44,HIMAYUSAN-1084,PERSONAL_CARE,piece,100,10,HIM AYURVEDA SANDAL GLOW 75G
HIM AYURVEDA CLEAR SKIN 125G,69,HIMAYUCLE-1085,PERSONAL_CARE,piece,100,10,HIM AYURVEDA CLEAR SKIN 125G
HIM COMPLETE CARE 80G,59,HIMCOMCAR-1086,PERSONAL_CARE,piece,100,10,HIM COMPLETE CARE 80G
HIM COMPLETE CARE 150G,99,HIMCOMCAR-1087,PERSONAL_CARE,piece,100,10,HIM COMPLETE CARE 150G
HIM ANTI-HAIR FALL 100ML,90,HIMANTFAL-1088,PERSONAL_CARE,ml,100,10,HIM ANTI-HAIR FALL 100ML
HIM ANTI-HAIR FALL 180ML,165,HIMANTFAL-1089,PERSONAL_CARE,ml,100,10,HIM ANTI-HAIR FALL 180ML
HIM ANTI-DANDRUFF 80ML,75,HIMANT80M-1090,PERSONAL_CARE,ml,100,10,HIM ANTI-DANDRUFF 80ML
HIM NATURAL GLOW ROSE 50G,100,HIMNATGLO-1091,PERSONAL_CARE,piece,100,10,HIM NATURAL GLOW ROSE 50G
HIM NATURAL GLOW KESAR 50G,100,HIMNATGLO-1092,PERSONAL_CARE,piece,100,10,HIM NATURAL GLOW KESAR 50G
HIM NATURAL GLOW KESAR 25G,55,HIMNATGLO-1093,PERSONAL_CARE,piece,100,10,HIM NATURAL GLOW KESAR 25G
HIM NATURAL GLOW ROSE 25G,55,HIMNATGLO-1094,PERSONAL_CARE,piece,100,10,HIM NATURAL GLOW ROSE 25G
MEDIMIX CLEAR GLYCERINE 100G,45,MEDCLEGLY-1095,PERSONAL_CARE,piece,100,10,MEDIMIX CLEAR GLYCERINE 100G
ASWINI 85ML,110,ASW85M-1096,GENERAL,ml,100,10,ASWINI 85ML
NARASUS INSTA STRONG 10RS,10,NARINSSTR-1097,GENERAL,piece,100,10,NARASUS INSTA STRONG 10RS
NARASUS INSTA STRONG 5RS,5,NARINSSTR-1098,GENERAL,piece,100,10,NARASUS INSTA STRONG 5RS
NARASUS INSTA STRONG 2RS,2,NARINSSTR-1099,GENERAL,piece,100,10,NARASUS INSTA STRONG 2RS
MANI MARK PEANUT BURFI 60RS,60,MANMARPEA-1100,GENERAL,piece,100,10,MANI MARK PEANUT BURFI 60RS
MANI MARK PUFFED RICE BALLS 35RS,35,MANMARPUF-1101,RICE,piece,100,10,MANI MARK PUFFED RICE BALLS 35RS
MANI MARK CUT BURFI 70RS,70,MANMARCUT-1102,GENERAL,piece,100,10,MANI MARK CUT BURFI 70RS
MANI MARK PEANUT BALL 70RS,70,MANMARPEA-1103,GENERAL,piece,100,10,MANI MARK PEANUT BALL 70RS
MANI MARK PEANUT BALL 50RS,50,MANMARPEA-1104,GENERAL,piece,100,10,MANI MARK PEANUT BALL 50RS
MANI MARK PEANUT BURFI 40RS,40,MANMARPEA-1105,GENERAL,piece,100,10,MANI MARK PEANUT BURFI 40RS
VICTORIYA KADAIAI MITTAI 25RS,25,VICKADMIT-1106,GENERAL,piece,100,10,VICTORIYA KADAIAI MITTAI 25RS
