S.No,ProductName,MRP
695,KADAILAI MAAVU 1KG,125
696,MASS BADHAM MIX 1KG,475
697,ARUN MILK FANTACY CUP 40ML,10
698,AAKAA PUTTU FLOUR 500GM,100
699,AAKAA RED RICE PUTTU FLOUR 500GM,105
700,MUSHROOM 200GM,60
701,DOUBLE BEANS 1KG,160
702,BAY LEAF 1KG,260
703,KESARI POWDER (60PCS) PACK,3
704,MILKYBAR CHO 5RS,5
705,MILKYBAR MOOSHA 10RS,10
706,KITKAT 25RS,25
707,KITKAT LEMON LIME 30RS,30
708,MUNCH NUTS MAX 30RS,30
709,MUNCH 10RS,10
710,MAGGI MASALA MAGIC,5
711,NESCAFE SUNRISE DAEN JAR,180
712,MILKYBAR 20RS,20
713,MILKYBAR 40RS,40
714,SOA SOFT SOAP OIL JASMINE,109
715,SOA SOFT SOAP OIL LEMON,109
716,LION HONEY 100G,60
717,LION HONEY 25G,15
718,JASS DEO 50ML SPORTS,95
719,JASS DEO 50ML REGULAR,110
720,CHIPS ONION RING 1KG,110
721,CHIPS GARLIC RING 1KG,110
722,KATTU APPALAM 1KG,180
723,KINDER JOY GIRL,50
724,KINDER JOY BOY,50
725,MYSORE SANDAL 150GM,82
726,MYSORE SANDAL 150GM LAVENDER,75
727,MYSORE SANDAL 450GM,243
728,MR GOLD SUNFLOWER OIL 1LTR,170
729,GULAS JAGGERY 500GM,57
730,LION DEESEEDED POUCH 100G,32
731,AVAL WHITE,80
732,VERMICELLI BAG,270
733,RBD PALM OIL 500ML,76
734,RBD PALM OIL 1LTR,156
735,DHEEPAM 1 LTR ( BOTTLE ),221
736,DHEEPAM 500ML BLOSSOM (BOTTL),111
737,DHEEPAM 1 LTR ( POUCH ),212
738,DHEEPAM 500ML ( POUCH ),107
739,GOLD WINNER 1 LTR,175
740,GOLD WINNER 500ML,93
741,GOLD WINNER VANASPATI 500ML,100
742,HAUTIN,20
743,COLIN 500ML,115
744,COLIN 250ML,75
745,PET APPY FIZZ 250ML,20
746,TETRA APPY 125ML,10
747,UNIBIC BUTTER COOKIES 30RS,30
748,UNIBIC CHOCO HAZELNUT,10
749,UNIBIC HONEY OAT,30
750,UNIBIC MILK COOKIES 10RS,10
751,UNIBIC ORANGE SPLASH 10RS,10
752,UNIBIC CHOCO NUT COOOKIES 10RS,10
753,UNIBIC PISTA BADAM COOKIES 30,30
754,COMPLAN  KASERBADAM 200GM,159
755,AVT GOLDCUP 2KG,1300
756,COFFY BITE 5RS,5
757,PRIL BAR 400GM,44
758,BANJARAS MULTANI MITTI,50
759,BANJARAS BLACK HENNA,50
760,LEVISTA PREMIUM 100G,245
761,LEVISTA PREMIUM CAN 100GM,300
762,LEVISTA STRONG  100G,250
763,TT ASAFOETIDA 50GM POWDER,92
764,TT ASAFOETIDA 20GM POWDER,36
765,LEVISTA STRONG COFFEE 2RS,2
766,SABEENA,16
767,CITRUS PLUS 10RS,10
768,GRB GHEE 100ML,103
769,GRB GHEE 50ML,50
770,ODAMOS 30RS,30
771,DABUR HONEY 20G,24
772,DABUR HONEY 50G,45
773,ODONIL ZIPPER LAVENDER,60
774,ODONIL ZIPPER LAVENDER BOX,360
775,ODONIL ZIPPER ROSE,60
776,ODONIL ZIPPER ROSE BOX,360
777,ODONIL GEL POCKET FLORAL VALLEY,60
778,ODONIL GEL POCKET FLORAL VALLEY BOX,360
779,GOKUL SANTOL 70G,82
780,GOKUL SANTOL 30G,45
781,GOKUL SANTOL 140G,140
782,VATIKA 300ML,190
783,DABUR HONEY 230G,180
784,DABUR HONEY 500G,250
785,DAZZL CITRUS FRAGRANCE,110
786,AMBIKA PURE KARPOORAM 100G,100
787,AMBIKA PURE KARPOORAM 50G,58
788,CITRUS PLUS 15RS,15
789,CONTINENTAL STRONG 200G,235
790,CHAKRA GOLD HOTEL SPL 2KG,1344
791,KANAN DEVAN STRONG 1KG,317
792,CHAKRA GOLD 100GM,90
793,AGNI  STRONG 100G,40
794,KANAN DEVAN CLASSIC 250G,105
795,TETLEY GREEN TEA 100G,170
796,TETLEY GREEN TEA BAGS,180
797,TATA COFFEE CLASSIC 50G,135
798,TATA COFFEE GRAND FILTER COFFEE 500G,435
799,TATA COFFEE GRAND CLASSIC 45G,180
800,TATA ROASTED VERMICELLI 450GM,65
801,TATA ROASTED VERMICELLI 200GM,30
802,TATA SAMPAN VERMICELLI 450GM,40
803,TATA SAMPAN VERMICELLI 200GM,22
804,CHINGS SINGAPORE CURRY,20
805,CHINGS VEG HAKKA NOODLES,35
806,TATA RAGI BITES STRAWBERRY,10
807,TATA RAGI BITES CHOCO,10
808,PONDS BB IVORY 9G,59
809,PONDS BB IVORY 18G,189
810,PONDS TALC DFLOWER 50G,65
811,PONDS TALC DFLOWER 100G,125
812,PONDS TALC DFLOWER 250G,260
813,PONDS TALC SANDAL 100G,150
814,PONDS TALC SANDAL 50G,77
815,PONDS TALC MAGIC 100G,150
816,PONDS TALC MAGIC 50G,77
817,KARAMANI RED 1KG,130
818,KESARI POWDER ORANGE RED,3
819,KESARI POWDER LEMON YELLOW,3
820,TIGER BRIYANI 18ML,80
821,TIGER PINEAPPLE ESSNSE,36
822,BLACK JEERAGAM 1KG,350
823,SOMBU 1KG,250
824,PARLE-G 5RS,5
825,PARLE-G 10RS,10
826,PAR KRACKJACK 10RS,10
827,PAR MONACO 10RS,10
828,PAR 20-20 NICE,10
829,PAR MILK SHAKTHI 10RS,10
830,PAR 20-20 BUTTER,5
831,PAR 20-20 CASHEW,5
832,PAR MELODY CHOCOLATE 400G,100
833,PAR POPPINS 2RS,2
834,PAR POPPINS 5RS,5
835,PAR ROLA COLA 5RS,5
836,MEERA ONION 20N,2
837,MEERA HERBLE 40GM,45
838,MEERA HERBLE 80G,75
839,KARTHIKA HERBAL 50GM,10
840,CHIK BLACK 1RS,1
841,SPINZ BB FACE POWDER 70G,120
842,SPINZ ENCHANTE 100G,115
843,GIFTY LEMON 125ML,15
844,ENSURE VANILLA 200G,440
845,ENSURE VANILLA 375G,680
846,FORTUNE 1 LTR POUCH,165
847,KPL COCONUT OIL 500ML,217
848,GOP MEENAKSHI KUMKUM 40GM,12
849,GOP MEENAKSHI KUMKUM 1KG,210
850,G OP DARK KUMKUM 40G,21
851,GOP DARK KUMKUM 200G,90
852,GOP DARK KUMKUM 500G,215
853,GOP DARK KUMKUM 1KG,415
854,SIKHARAM SPL CHANDANTIKA POEDWR 500GM,75
855,GOP SILVER MEENAKSHI KUMKUM 40GM,14
856,GOP TURMERIC POWDER 500G,175
857,GOP TURMERIC POWDER 50GM TIN,40
858,GOP TURMERIC POWDER 20GM TIN,21
859,KELL CHOCOS MOONS & STARS 10RS,10
860,CORN FLAKS 100GM,60
861,LEVISTA STRONG  50G,130
862,APIS HONEY 225ML,199
863,APIS HONEY 500ML,260
864,PATANJALI NOODIES CLASSIC,48
865,PATANJALI TWISTY TASTY NOODIES,40
866,PATANJALI DANT KANTI 20RS,20
867,PATANJALI DANT KANTI 10RS,10
868,PATANJALI DANT KANTI NATURAL TOOTHPASTE,175
869,TATA GLUCO LEMON,10
870,TATA GLUCO ORANGE,10
871,TATA GLUCO JELLY,10
872,TATA GLUCO GREEN APPLE,10
873,AMRUTANJAN STRONG 27.5ML,95
874,AMRUTANJAN ROLL-ON REAIX 10ML,65
875,AMRUTANJAN ROLL-ON REAIX 5ML,40
876,AMRUTANJAN STRONG 1ML,2
877,QUAKER OATS 400G,86
878,FRUSKI JUICE JELLY MIXED FRUIT,20
879,FRUSKI JUICE JELLY KALA KHATTA,20
880,FRUSKI JUICE JELLY LEMON PUDINA,20
881,AT CASTER OIL 50ML,27
882,AT CASTER OIL 100ML,47
883,CINTHOL ORIGINAL 150G,70
884,CINTHOL ORIGINAL 10RS,10
885,CINTHOL  COOL SET 75G 4,120
886,HIT RED 200ML,105
887,HIT BLACK 625ML,340
888,GOOD KNIGHT GREEN SHAKTI,45
889,GODREJ FAB 1L,99
890,KS DEO THRILL,99
891,KS DEO SPARK,99
892,KS DEO DARE,99
893,TOP RAMEN MASALA 140G,30
894,TOP RAMEN MASALA 280G,53
895,TOP RAMEN MASALA 10RS,10
896,TOP RAMEN CURRY 70G,20
897,TOP RAMEN CURRY 280G,110
898,HOT & SPICY KOREAN CHEESE,55
899,CUP NOODLES VEGGI MANCHOW,55
900,CUP NOODLES MAZEDAAR MASALA,55
901,CUP NOODLES SPICED CHICKEN,55
902,ANIL SAMBA RAVAI 500GM,135
903,ANIL RAVAI 200GM,23
904,ANIL RAGI SEMIA 180G,28
905,ANIL SEMIA 180GM,23
906,ANIL NOODLS 40RS,40
907,ANIL NOODLS 10RS,10
908,ANIL VARAGU DOSA MIX 500GM,85
909,ANIL THINAI DOSA MIX 500GM,85
910,CORN 1KG,150
911,COL SALT 200G,166
912,COL SALT 100G,75
913,COL HERBAL 100G,100
914,COL CIBACA 175G,79
915,COL VISIBLE WHITE 120G,220
916,COL STRONG TEETH 300G,225
917,COL STRONG TEETH 150G,99
918,COL STRONG TEETH 100G,76
919,COL STRONG TEETH 16G,10
920,COL STRONG TEETH 36G,20
921,COL BARBIE 80G,162
922,COL BARBIE 40G,105
923,COL CIBACA SUPREME,30
924,COL SUPER FIEXI,50
925,COL MAXFRESH 80G,79
926,COL MAXFRESH 38G,20
927,MOON DHALL 1KG,130
928,BASMATI RICE 1 KG,150
929,ORID DHALL ( SPLIT ) 1KG,150
930,EVEREST KASURI METHI 25G,30
931,TAMARIND ( OLD ) 1KG,100
932,KESARI POWDER GREEN,3
933,IDHAYAM GIN OIL 1LTR,408
934,KARUMBUTHATTU DONA BOWL,2.5
935,MAIDHA 1KG,50
936,CHILLI G 1KG,220
937,NEETTU CHILLY 1KG,200
938,THENNAMARAKKUDI OIL 50GM,70
939,NO 1 NOODLES 1KG,110
940,3V RICE SEVAI 1KG,150
941,BRIT RUSK,40
942,KASTURI MANJAL 50GM,28
943,VARSHINI CUP,76
944,MAJUMA ATTAR 3ML,40
945,BISCUIT ATTAR 3ML,40
946,SANDAL ATTAR 3ML,40
947,MUSK ATTAR 3ML,40
948,JASMINE ATTAR 3ML,40
949,MARI KOLUNDU ATTAR 3ML,40
950,CHOCOLATE ATTAR 3ML,40
951,JAVADHU ATTAR 3ML,70
952,HEAVEN ATTAR 3ML,40
953,HAMSA COLD ATTAR 3ML,40
954,VIBUTHI ATTAR 3ML,40
955,DREAM ATTAR 3ML,40
956,50-50 CLASSIC 150G,30
957,50-50 CLASSIC 200G,40
958,50-50 GOL MAAL 110G,20
959,BOURBON 150G,40
960,GOOD DAY PISTA BADAM 100G,25
961,BISCAFE 100G,35
962,50-50 MASKA CHASKA 30RS,30
963,50-50 GOL MAAL 10RS,10
964,50-50 POTAZOS 30RS,30
965,GOOD DAY CASHEW 25RS,25
966,BISCAFE 10RS,10
967,50-50 POTAZOS 10RS,10
968,GOOD DAY PISTA BADAM 10RS,10
969,TIGER COCONUT 10RS,10
970,GOOD DAY CHUNKIES,45
971,GOOD DAY PISTA BADAM 250G,80
972,BRIT CAKE RUSK,40
973,TREAT CROISSANT VANILLA,20
974,CAKE GOBBLES CHOCO ,30
975,CAKE GOBBLES FRUITY FUN,30
976,CAKE GOBBLES BUTTER BLAST,15
977,JIMJAM POPS 20RS,20
978,NUTRI CHOICE 295G,55
979,TREAT CROISSANT MIXED FRUIT,20
980,NUTRI CHOICE DIGESTIVE,35
981,BRIT BUTTER RUSK 200G,35
982,BRIT MILK ATTA RUSK 200G,35
983,NUTRI CHOICE DIGESTIVE 50RS,50
984,TREAT RICH CREME,55
985,NICE TIME 10RS,10
986,NUTRI CHOICE DIGESTIVE SEED,30
987,TOOR DHALL 1KG,140
988,TIGER KRUNCH 10RS,10
989,JIMJAM NAUGHTY JAM 25RS,22
990,NUTRI CHOICE DIGESTIVE 10RS,10
991,50-50 MASKA CHASKA 10RS,10
992,DOMS ACRYLIC COLOURS,250
993,DOMS SKETCH,35
994,DOMS EXTRA LONG,40
995,DOMS INXIFY GEL PEN,6
996,DOMS INXIFY SOFTY BALL PEN PKT,25
997,HALD HALKE FULKE SAITED 100G,30
998,CYC SUGANDHA NALLIKA CONES,20
999,CYC SUGANDHA NALLIKA 10RS,10
1000,CYC SUGANDHA NALLIKA 55RS,55
1001,CYC GOOD LUCK PINEAOOLE 10RS,10
1002,CYC GOOD LUCK PINEAOOLE 20RS,20
1003,CYC GOOD LUCK PINEAOOLE 55RS,55
1004,CYC HONEY ROSE 55RS,55
1005,CYC PUSHKARINI 55RS,55
1006,NESCAFE SUNRISE 50G,160
1007,NESCAFE SUNRISE 100G,320
1008,MAGGI TOMATO 75G,15
1009,HALD ALL IN ONE 400G,115
1010,HALD ALOO BHUJIA SEV 200G,55
1011,HALD DRY FRUIT MIX 200G,115
1012,HALD FARALI CHIWDA 200G,50
1013,HALD TASTY NUTS 200G,55
1014,HALD PANCHRATAN MIX 200G,90
1015,HALD MIXTURE 400G,88
1016,HALD ALOO BHUJIA SEV 400G,95
1017,HALD MOONG DAL 400G,120
1018,HALD KHATTA MEETHA 400G,95
1019,HALD MIXTURE 200G,45
1020,HALD CHIPS TANGY TOMOTO,10
1021,AMUL BELGIAN CHOCOLATE 125G,180
1022,AMUL VELVETT MILK CHOCOLATE,60
1023,DRY GRAPES 1KG,510
1024,KALPASI 1KG,700
1025,WHITE KARAMANI 1KG,120
1026,JADIPATRI 1KG,3000
1027,MANATKALI 1KG,360
1028,DETTOL HANDWASH PUMP 1+1,129
1029,SUGAR 500GM,26
1030,SUGAR 250GM,15
1031,SUGAR 1KG,50
1032,TOOR DHALL 500GM,70
1033,TOOR DHALL 250GM,32
1034,ORID DHALL 500GM,65
1035,ORID DHALL 250GM,50
1036,MOCHAI 500GM,55
1037,MOCHI 250GM,30
1038,GRAM DHALL 500GM,50
1039,GRAM DHALL 250GM,40
1040,MOON DHALL 500GM,80
1041,MOON DHALL 250GM,40
1042,BLACK PEPPER 500GM,50
1043,PEPPER 250GM,250
1044,ZED BLACK ARIJ,55
1045,ZED BLACK LA RIVA,55
1046,ZED BLACK KESAR ROSE,55
1047,ZED BLACK KESAR 3 IN 1,55
1048,ZED BLACK 3-IN-1,55
1049,KPN HERBAL 150G,97
1050,KPN DASAPUSHIPAM HERBAL SOAP 3*1,114
1051,KPN GLYCERIN CLEAR BATHING BAR 4,140
1052,KPN VETIVER HERBAL SOAP 3*1,114
1053,KPN GLYCERIN CLEAR BATHING BAR AROMA 4,140
1054,KPN DASAPUSHIPAM HERBAL SOAP 75G,28
1055,KPN SANDAL HERBAL SOAP 75G,28
1056,KPN NEEM & TULSI HERBAL SOAP 75G,28
1057,KPN HERBAL SOAP BUNDLE 4*1,152
1058,KPN NATURAL SALT 150G,80
1059,KPN MINT FRESH HERBL GEL 150G,95
1060,KPN MINT FRESH HERBL GEL 88G,54
1061,KPN MINT FRESH HERBL GEL 40G,20
1062,KPN ALOE VERA 50G,25
1063,KPN MISWAK 100G,55
1064,KPN MISWAK 40G,20
1065,KPN HERBAL 100G,70
1066,KPN ALOE VERA 100G,55
1067,KPN NATURAL SALT 50G,25
1068,KPN HERBAL 20G,10
1069,KPN HERBAL 300G,182
1070,VICCO VAJRADANTI 200G,150
1071,VICCO VAJRADANTI 100G,90
1072,VICCO VAJRADANTI 50G,50
1073,VICCO VAJRADANTI POWDER 50G,78
1074,VICCO VAJRADANTI POWDER 100G,44
1075,MEDIMIX HERBAL HANDWASH 600ML,110
1076,MEDIMIX SANDAL HANDWASH 600ML,110
1077,MEDIMIX 75G SET 3*1,96
1078,ELITE DREAM CHOCO CUP CAKE 140G,50
1079,ELITE CHOCO BROWNIE 20RS,20
1080,ELITE WHEAT RUSK 200G,45
1081,ELITE MILK RUSK 270GM,50
1082,HIM AIMOND & ROSE 125G,68
1083,HIM AYURVEDA CLEAR SKIN 75G,44
1084,HIM AYURVEDA SANDAL GLOW 75G,44
1085,HIM AYURVEDA CLEAR SKIN 125G,69
1086,HIM COMPLETE CARE 80G,59
1087,HIM COMPLETE CARE 150G,99
1088,HIM ANTI-HAIR FALL 100ML,90
1089,HIM ANTI-HAIR FALL 180ML,165
1090,HIM ANTI-DANDRUFF 80ML,75
1091,HIM NATURAL GLOW ROSE 50G,100
1092,HIM NATURAL GLOW KESAR 50G,100
1093,HIM NATURAL GLOW KESAR 25G,55
1094,HIM NATURAL GLOW ROSE 25G,55
1095,MEDIMIX CLEAR GLYCERINE 100G,45
1096,ASWINI 85ML,110
1097,NARASUS INSTA STRONG 10RS,10
1098,NARASUS INSTA STRONG 5RS,5
1099,NARASUS INSTA STRONG 2RS,2
1100,MANI MARK PEANUT BURFI 60RS,60
1101,MANI MARK PUFFED RICE BALLS 35RS,35
1102,MANI MARK CUT BURFI 70RS,70
1103,MANI MARK PEANUT BALL 70RS,70
1104,MANI MARK PEANUT BALL 50RS,50
1105,MANI MARK PEANUT BURFI 40RS,40
1106,VICTORIYA KADAIAI MITTAI 25RS,25
1107,MANI MARK FINE PEANUT BURFI 60RS,60
1108,MANI MARK FINE BADHAM BURFI 65RS,65
1109,MANI MARK FINE CHASEW BURFI 65,65
1110,MANI MARK SESAME BALL 50RS,50
1111,MANI MARK SESAME BALL 25RS,25
1112,MANI MARK FINE PEANUT BURFI 25RS,25
1113,MANI MARK BROWN SESAME BURFI 60RS,60
1114,MANI MARK BLACK SESAME BALLS 50RS,50
1115,MANI MARK PEANUT BALL BOX,250
1116,VICTORIYA KADAIAI MITTAI BOX,250
1117,MYSORE SANDAL ROSE 150G,70
1118,MYSORE SANDAL GOLD 125G,90
1119,Z CLASSIC TALC 200G,230
1120,Z CLASSIC TALC 50G,80
1121,DEV BANANA CHIPS 175G,165
1122,DEV GHEE MURUKKU 350G,155
1123,DEV MASALA PEANUT 150G,80
1124,DEV PAKKAVADA 175G,100
1125,DEV RICE MURUKKU 225G,130
1126,DEV SPRING MULLUMURUKKU 250G,120
1127,DEV TAPIOCA CHIPS 150G,90
1128,DEV THATTA 150G,90
1129,E GG,8
1130,DRYED CHIK PEAS 01KG,120
1131,SWEET SOMBU 1KG,150
1132,WHITE APPALAM 1 KG,100
1133,SANI FRESH 210RS,240
1134,DAZZL CITRUS FRAGRANCE 50RS,50
1135,ODONIL AIR FRESHENER MYSTIC ROSE BOX,310
1136,ODONIL AIR FRESHENER JASMINE MIST BOX,245
1137,DABUR HONEY 1KG,495
1138,DABUR RED 300G,241
1139,ODONIL AIR FRESHENER JASMINE MIST,90
1140,ODONIL AIR FRESHENER LAVENDAR MEADOWS,90
1141,ODONIL AIR FRESHENER ORCHID DEW,90
1142,ODONIL AIR FRESHENER MYSTIC ROSE,90
1143,SENSODYNE COMPLETE PROTECTION 70G,205
1144,SENSODYNE REPAIR & PROTECT 100G,270
1145,SENSODYNE FRESH GEL 150G,252
1146,SENSODYNE RAPID RELIEF 80G,190
1147,SENSODYNE DEEP CLEAN 70G,150
1148,SENSODYNE SENSITIVITY & GUM 70G,225
1149,SENSODYNE FRESH MINT 40G,95
1150,SENSODYNE FRESH MINT 75G,140
1151,SENSODYNE WHITENING 70G,160
1152,SENSODYNE DEEP CLEAN 40G,85
1153,SENSODYNE FRESH GEL 75G,140
1154,SENSODYNE RAPID RELIEF 40G,120
1155,MARIELIGHT 175G,30
1156,MARIELIGHT 160G,20
1157,MARIELIGHT 10RS,10
1158,MILK BIKIS 10RS,10
1159,MILK BIKIS CLASSIC  20RS,18
1160,MOMS MAGIC BUTTRE 10RS,10
1161,MOMS MAGIC CASHEW ALMOND 10RS,10
1162,NABATI WAFER CHEESE 10RS,10
1163,NABATI WAFER CHEESE 20RS,20
1164,NABATI WAFER CHOCO 10RS,10
1165,NABATI WAFER CHOCO 20RS,20
1166,NABATI WAFER PINK LAVA 10RS,10
1167,NABATI WAFER PINK LAVA 20RS,20
1168,YIPPEE MAGIC MASALA 30RS,30
1169,YIPPEE MAGIC MASALA 10RS,10
1170,SENSODYNE FRESH GEL 40G,95
1171,AASHIRVAAD ATTA WITH MILLETS 500GM,40
1172,AASHIRVAAD ATTA 500GM,38
1173,AASHIRVAAD ATTA 2KG,110
1174,AASHIRVAAD DOUBLE ROASTED SUJI RAVA 500GM,49
1175,HORLICKS POUCH 500GM,249
1176,HORLICKS POUCH 200GM,99
1177,BOOST JAR 500GM,299
1178,BOOST JAR 200GM,124
1179,BOOST POUCH 500GM,299
1180,BOOST POUCH 200GM,89
1181,3ROSES TEA 250GM PKD,225
1182,BRU SUPER STRONG POUCH 200G,280
1183,BRU INSTANT 40G,160
1184,COMFORT MORNING FRESH 450ML,120
1185,COMFORT MORNING FRESH 200ML,58
1186,HAMAM PURE NEEM OIL 150G,73
1187,HAMAM PURE NEEM OIL 3*1,216
1188,DOVE SERUM BAR,249
1189,DOVE SERUM BAR 3*1,160
1190,PEARS PURE & GENTLE 100GM,58
1191,PEARS PURE & GENTLE BAR,175
1192,DOVE DAILY SHINE 2RS,2
1193,DOVE HAIR FALL RESCUE SHAMPOO 2RS,2
1194,HORLICKS 125ML CHOCOLATE,20
1195,HORLICKS 125ML KESAR BADHAM,20
1196,RIN BAR 20RS,20
1197,RIN BAR 10RS,10
1198,SURF EXCEL BAR 250GM,34
1199,SURF EXCEL BAR VALUE PACK,128
1200,RIN REFRESH 1KG,122
1201,RIN ANTIBAC 1KG,126
1202,RIN REFRESH 500GM,62
1203,RIN MATIC FL 2L,285
1204,MILKYMIST COW GHEE 100ML,94
1205,MILKYMIST COW GHEE 50ML,48
1206,MILKYMIST COW GHEE 500ML,439
1207,MILKYMIST COW GHEE 1LTR,899
1208,AT ELUPPAI OIL 100ML,39
1209,AT SOAP OIL 1LTR,95
1210,AT COL PHENYLE 750ML,45
1211,GOOREJ RICE CREME,15
1212,GOOREJ SHAMPOO HAIR COLOUR,15
1213,GOOD KNIGHT AGARBATHI BOX,180
1214,GOOD KNIGHT AGARBATHI 15RS,12
1215,GOOD KNIGHT MAHA JUMBO COIL BOX,43
1216,CINTHOL GERM PROTECTION 100G,45
1217,CINTHOL ORIGINAL 4*100G,175
1218,CINTHOL ORIGINAL 4*150G,282
1219,HIT CHALK 20RS,20
1220,AMRUTANJAN YELLOW  27.5ML,100
1221,VSR LEMON 5KG,490
1222,VSR MONGO 5KG,490
1223,MUSTARD OIL 1LTR,190
1224,TATA CRYSTAL SALT BAG,450
1225,IDLI RICE 26KG,1200
1226,APT KULAMBU CHILLI POWDER 500GM,200
1227,GARLIC HILLS 1KG,230
1228,ATTA 50 KG,2500
1229,WHEAT 50KG BAG,2100
1230,DRIED TAMARID 1KG,230
1231,CORIANDER 20KG,2500
1232,COLOUR CHIPS 1KG,90
1233,AASHIRVAAD ATTA 5KG,359
1234,AC HEALTH MIX 500GM OFF,289
1235,MOON DHALL ( WHOLE ) 30KG,4000
1236,SOYA BEANS 1KG,98
1237,LUX ADV BRIGHTER GLOW 10RS,10
1238,HAMAM PURE NEEM OIL 10RS,10
1239,LIFEBUOY LEMON & ALOW FRESH 10RS,10
1240,HAMAM PURE LEMON 10RS,10
1241,LIFEBUOY VITAMINS 10RS,10
1242,LIFEBUOY NEEM & ALOE 10RS,10
1243,LIFEBUOY NEEM & ALOEVERA 10RS,10
1244,LIFEBUOY VITAMINS 100GM,40
1245,LIFEBUOY TURMERIC & HONEY 100GM,40
1246,LUX ADV EVEN TONED GLOW 10RS,10
1247,DOMEX OCEAN FRESH 500ML,102
1248,DOMEX LIME FRESH 500ML,102
1249,DOMEX OCEAN FRESH 1LTR,235
1250,DOMEX LIME FRESH 1LTR,235
1251,DOMEX SPARKLING FRESH 1LTR,235
1252,DOMEX OCEAN FRESH 200ML,44
1253,KNORR DARK SOYA SAUCE 85G,25
1254,KNORR GREEN CHILLI SAUCE 85G,25
1255,PEARS SOFT & FRESH 125GM,95
1256,PEARS PURE & GENTLE 125GM,100
1257,LIFEBUOY TURMERIC & HONEY 10RS,10
1258,LUX RADIANT GLOW 150GM,80
1259,LUX ADV BRIGHTER GLOW MRGA PACK,105
1260,LUX ADV EVEN TONED GLOW MEGA PACK,105
1261,LIFEBUOY NEEM & ALOE MEGA PACK,160
1262,VIM ULTRAPRO FC LAVENDER 1LTR,199
1263,VIM ULTRAPRO FC LEMONGRASS 1LTR,199
1264,VIM COOLING FRESH MINT 850ML,205
1265,VIM ULTRAPRO FC LEMON 1LTR,199
1266,HELLMANNS CHEEZY JALAPENO BURST 85G,50
1267,HELLMANNS SMOKY TANDOORI MAYO 85G,50
1268,HELLMANNS REAL MAYONNAISE 85G,40
1269,HELLMANNS ROASTED GARLIC  MAYONNAISE 85G,50
1270,HELLMANNS REAL MAYONNAISE 375G,100
1271,HELLMANNS REAL MAYONNAISE 250GM,90
1272,3ROSES TEA 10RS,10
1273,TAJMAHAL 500GM,380
1274,TAJMAHAL BAG 100NO,220
1275,TAJMAHAL 100GM,95
1276,TAJMAHAL BAG 25NO,80
1277,KISSAN FRESH TOMATO KETCHUP 15RS,15
1278,KNORR PIZZA&PASTA SAUCE 200G,65
1279,RED LABEL 500GM,275
1280,RED LABEL 250GM,140
1281,RED LABEL NATURAL CARE 100GM,60
1282,HORLICKS BISCUITS 5RS,5
1283,HORLICKS BISCUITS 10RS,10
1284,HORLICKS BISCUITS 300G,40
1285,HORLICKS LITE 450GM POUCH,294
1286,HORLICKS WOMAN PLUS CARAMEL 200GM JBOX,170
1287,KNORR KOREAN RAMEN KIMCHI VEG MEAL,60
1288,KNORR KOREAN RAMEN JJAJANGMYEON VEG MEAL,60
1289,KNORR MAST MASALA,20
1290,KISSAN MIXED FRUIT 25RS,25
1291,KISSAN MIXED FRUIT 200GM,90
1292,KISSAN MIXED FRUIT 10RS,10
1293,KISSAN PEANUT BUTTER 100G,50
1294,PONDS BRIGHT BEAUTY 50GM,330
1295,PONDS BRIGHT BEAUTY 23GM,90
1296,GLOW LOVELY BRIGHT FACE WASH 20G,20
1297,CLINIC PLUS FENUGREEK PROTEIN HIBISCUS 350ML,432
1298,CLINIC PLUS FENUGREEK PROTEIN HIBISCUS 175ML,197
1299,CLOSEUP 10RS,10
1300,CLOSEUP 20RS,20
1301,MEDIMIX CLEAR GLYCERINE 4*100,140
1302,MEDIMIX DRY SKIN 4*125,190
1303,MEDIMIX 20RS,20
1304,MEDIMIX 75GM,35
1305,ACT-2 GOLDEN SIZZLE,10
1306,ACT-2 CLASSIC SALTED COMBO,72
1307,ELITE COOKIES RICH BUTTER 75G,25
1308,ELITE COOKIES CASHEW ALMOND 75G,25
1309,ELITE COOKIES CHOCO CHIPS 75G,25
1310,ELITE CLASSIC RUSK 20RS,20
1311,HIM ACTIVE FRESH 80G,64
1312,EVA FLIRT 125ML,160
1313,EVA WILD 125ML,160
1314,EVA FRESH 125ML,160
1315,EVA URBANE 125ML,160
1316,EVA DEW 125ML,160
1317,IYARKAI GIN OIL 1LTR POUCH,380
1318,RF IDIYAPPA FLOUR 500GM,85
1319,RF MURUKKU FLOUR 500GM,70
1320,RF ATTA 500GM,155
1321,RF POTTU FLOUR 500GM,95
1322,GOLD WINNER VANASPATI 100ML,22
1323,GOLD WINNER VANASPATI 50ML,11
1324,ANIL MAIDA 1KG,83
1325,ANIL KOZHUKATTAI FLOUR 500GM,52
1326,ANIL APPALAM 100GM,41
1327,ANIL CHOLAM DOSE 500GM,70
1328,BRU 2RS,2
1329,CHILLI G 500G,100
1330,NEETTU CHILLY 500GM,110
1331,GRB GHEE 500ML,510
1332,CATBURY DAIRY MILK SILK 95RS,95
1333,CATBURY DAIRY MILK SILK 210RS,210
1334,CATBURY DAIRY MILK FAMILY PACK,100
1335,CATBURY DAIRY MILK 50RS,50
1336,CATBURY DAIRY MILK 20RS,20
1337,CATBURY DAIRY MILK 5RS,5
1338,CATBURY OREO 30RS,30
1339,CATBURY OREO 10RS,10
